,IdSell,SellerG,Date,Price,Method,Type,Rooms,Distance,Bathroom,Bedroom2,Car,Landsize,BuildingArea,YearBuilt
7628,0957858,Jellis,20/05/2017,690000.0,S,t,2,4.5,1.0,2.0,1.0,3886.0,,
7629,0671446,Jellis,20/05/2017,385000.0,VB,u,1,4.5,1.0,1.0,1.0,0.0,,
7630,0947308,McDonald,20/05/2017,632000.0,S,u,2,4.5,1.0,2.0,2.0,65.0,,1960.0
7631,0843674,Jellis,20/05/2017,835000.0,SP,u,2,4.5,1.0,2.0,2.0,0.0,96.0,2005.0
7632,0727898,Jellis,22/04/2017,1500000.0,S,h,3,4.5,1.0,3.0,3.0,446.0,125.0,1940.0
7633,0750876,hockingstuart,6/05/2017,407500.0,SP,u,2,5.9,1.0,2.0,1.0,1097.0,67.0,1970.0
7634,0845167,Raine,6/05/2017,670000.0,S,t,3,5.9,1.0,3.0,2.0,176.0,,2000.0
7635,0162834,Nelson,6/05/2017,825000.0,PI,h,2,5.9,1.0,2.0,0.0,207.0,77.0,1950.0
7636,0103470,Nelson,6/05/2017,645000.0,SP,h,3,5.9,3.0,3.0,1.0,131.0,109.0,2008.0
7637,0803542,Nelson,8/04/2017,1222000.0,S,h,3,5.9,1.0,3.0,1.0,380.0,,
7638,0983366,Walshe,13/05/2017,1060000.0,S,h,3,5.9,1.0,3.0,2.0,465.0,,
7639,0356641,Woodards,13/05/2017,1220000.0,S,h,3,5.9,1.0,3.0,1.0,335.0,113.0,1940.0
7640,0132854,Walshe,13/05/2017,1097000.0,S,h,3,5.9,1.0,3.0,1.0,372.0,,
7641,0847915,Nelson,13/05/2017,1100000.0,VB,h,3,5.9,2.0,3.0,1.0,169.0,139.0,1900.0
7642,0453134,Nelson,20/05/2017,1270000.0,S,h,3,5.9,1.0,3.0,1.0,526.0,,
7643,0872495,Nelson,20/05/2017,670000.0,PI,t,3,5.9,1.0,3.0,2.0,109.0,104.0,2010.0
7644,0992083,RW,20/05/2017,640000.0,S,u,2,5.9,1.0,2.0,1.0,559.0,57.0,1970.0
7645,0364701,Nelson,29/04/2017,1200000.0,PI,h,3,5.9,1.0,3.0,2.0,683.0,,
7646,0392698,Jellis,29/04/2017,545000.0,VB,h,2,5.9,1.0,2.0,1.0,0.0,59.0,1970.0
7647,0692408,Nelson,29/04/2017,1205000.0,S,h,4,5.9,2.0,4.0,2.0,518.0,160.0,1980.0
7648,0353082,Jellis,6/05/2017,860000.0,S,u,3,11.8,1.0,3.0,1.0,0.0,110.0,1999.0
7649,0684624,Barry,6/05/2017,599900.0,S,t,2,11.8,1.0,2.0,2.0,135.0,76.0,1970.0
7650,0728527,Jellis,6/05/2017,1540000.0,S,h,4,11.8,2.0,4.0,2.0,780.0,,
7651,0782462,Barry,6/05/2017,910000.0,SP,t,4,11.8,2.0,4.0,2.0,190.0,133.0,2000.0
7652,0632482,Barry,8/04/2017,1100000.0,S,h,3,11.8,2.0,3.0,3.0,709.0,143.0,1970.0
7653,0101887,RT,13/05/2017,1730000.0,S,h,5,11.8,4.0,5.0,4.0,564.0,185.0,1955.0
7654,0844202,Jellis,20/05/2017,760000.0,VB,h,5,11.8,2.0,5.0,2.0,411.0,,
7655,0026127,Barry,20/05/2017,794000.0,S,h,3,11.8,1.0,3.0,0.0,353.0,,
7656,0258804,Parkes,20/05/2017,1360000.0,S,h,3,11.8,2.0,3.0,2.0,746.0,,
7657,0819216,Barry,22/04/2017,1207000.0,S,h,4,11.8,1.0,4.0,2.0,607.0,,
7658,0979562,Ray,6/05/2017,1591000.0,S,h,6,11.7,2.0,6.0,2.0,665.0,209.0,1950.0
7659,0619444,McGrath,6/05/2017,580000.0,S,u,2,11.7,1.0,2.0,1.0,153.0,,1970.0
7660,0517398,Noel,6/05/2017,605000.0,S,u,2,11.7,1.0,2.0,1.0,81.0,,1965.0
7661,0417506,Reed,8/04/2017,975000.0,VB,t,3,11.7,2.0,3.0,2.0,267.0,150.0,2012.0
7662,0656985,Buxton,8/04/2017,1465500.0,S,h,3,11.7,2.0,3.0,3.0,620.0,,
7663,0703783,Noel,13/05/2017,870000.0,S,h,2,11.7,1.0,2.0,1.0,271.0,160.0,
7664,0422972,Marshall,13/05/2017,1385000.0,S,h,3,11.7,2.0,3.0,4.0,697.0,,
7665,0738815,Lindellas,20/05/2017,1815000.0,S,h,2,11.7,1.0,1.0,1.0,698.0,196.0,1960.0
7666,0646732,Jellis,20/05/2017,1590000.0,SP,h,3,11.7,2.0,3.0,4.0,862.0,179.3,1950.0
7667,0298545,Oriental,20/05/2017,813000.0,S,u,4,11.7,1.0,4.0,2.0,360.0,,1990.0
7668,0758037,McGrath,29/04/2017,1601000.0,S,h,4,11.7,2.0,4.0,1.0,863.0,165.0,1940.0
7669,0067992,Buxton,29/04/2017,1225000.0,S,h,5,11.7,1.0,5.0,2.0,633.0,182.0,1960.0
7670,0590719,Nelson,6/05/2017,1930000.0,S,h,3,7.8,1.0,3.0,2.0,643.0,116.0,1920.0
7671,0636815,Marshall,6/05/2017,2570000.0,S,h,3,7.8,2.0,3.0,1.0,766.0,,
7672,0943281,Fletchers,8/04/2017,2216000.0,S,h,4,7.8,2.0,4.0,0.0,670.0,176.0,1930.0
7673,0532506,Fletchers,8/04/2017,2110000.0,S,h,4,7.8,1.0,4.0,3.0,572.0,150.0,1910.0
7674,0485485,Woodards,8/04/2017,855000.0,S,h,2,7.8,1.0,2.0,2.0,239.0,,
7675,0109708,Fletchers,8/04/2017,771000.0,S,u,2,7.8,1.0,2.0,1.0,512.0,,
7676,0971736,Marshall,13/05/2017,2513000.0,S,h,4,7.8,2.0,4.0,3.0,696.0,,
7677,0170863,Noel,13/05/2017,1900000.0,S,h,2,7.8,1.0,2.0,3.0,633.0,134.3,1960.0
7678,0408886,Jellis,13/05/2017,1620000.0,S,h,3,7.8,2.0,3.0,2.0,575.0,155.0,2000.0
7679,0726103,Marshall,13/05/2017,3550000.0,S,h,4,7.8,2.0,4.0,1.0,790.0,251.0,1890.0
7680,0043930,Marshall,13/05/2017,1980000.0,S,h,4,7.8,3.0,4.0,2.0,728.0,,
7681,0196742,Marshall,13/05/2017,1861000.0,S,h,3,7.8,2.0,3.0,2.0,324.0,,
7682,0022128,J,13/05/2017,1402000.0,S,h,2,7.8,1.0,2.0,0.0,429.0,,
7683,0861696,Marshall,20/05/2017,1905000.0,S,h,3,7.8,1.0,3.0,2.0,400.0,145.0,1890.0
7684,0434475,Jellis,20/05/2017,5020000.0,S,h,4,7.8,4.0,4.0,3.0,892.0,,
7685,0370344,Marshall,20/05/2017,2990000.0,S,h,4,7.8,2.0,4.0,2.0,742.0,280.0,1997.0
7686,0853994,O'Donoghues,20/05/2017,1855000.0,S,h,4,7.8,1.0,4.0,1.0,500.0,,
7687,0981636,Marshall,22/04/2017,1500000.0,PI,h,4,7.8,2.0,4.0,2.0,468.0,,
7688,0497540,Marshall,29/04/2017,835000.0,S,u,3,7.8,1.0,3.0,1.0,112.0,85.0,1960.0
7689,0299976,Fletchers,8/04/2017,3115000.0,SP,h,5,9.0,3.0,5.0,0.0,715.0,,1920.0
7690,0091951,Fletchers,8/04/2017,913000.0,S,u,2,9.0,1.0,2.0,1.0,0.0,,
7691,0414430,Kay,13/05/2017,2510000.0,PI,h,4,9.0,3.0,4.0,2.0,789.0,,
7692,0842057,Sotheby's,13/05/2017,8000000.0,VB,h,5,9.0,5.0,5.0,4.0,2079.0,464.3,1880.0
7693,0117617,Jellis,13/05/2017,1775000.0,VB,t,3,9.0,2.0,3.0,2.0,410.0,,
7694,0843143,Marshall,13/05/2017,3725000.0,S,h,3,9.0,2.0,3.0,2.0,857.0,250.0,
7695,0008655,Nelson,13/05/2017,3450000.0,S,h,4,3.2,2.0,4.0,1.0,515.0,203.0,1905.0
7696,0994241,Nelson,13/05/2017,1290000.0,S,h,2,3.2,1.0,2.0,0.0,119.0,76.77,
7697,0671777,Woodards,20/05/2017,1614500.0,S,h,3,3.2,1.0,3.0,0.0,167.0,,
7698,0677743,Woodards,20/05/2017,1550000.0,S,h,4,3.2,1.0,4.0,0.0,202.0,,
7699,0979581,Nelson,20/05/2017,595000.0,S,u,1,3.2,1.0,1.0,0.0,0.0,,1940.0
7700,0217209,Craig,22/04/2017,1300000.0,PI,h,3,3.2,1.0,4.0,0.0,223.0,,
7701,0310255,Woodards,29/04/2017,2450000.0,S,h,5,3.2,3.0,5.0,2.0,268.0,,
7702,0084609,Ray,6/05/2017,1201000.0,S,t,4,11.4,2.0,4.0,2.0,273.0,,2000.0
7703,0514256,Noel,6/05/2017,635000.0,S,u,2,11.4,1.0,2.0,1.0,0.0,73.0,1980.0
7704,0117383,Max,8/04/2017,1424000.0,S,h,2,11.4,1.0,2.0,1.0,575.0,,
7705,0456594,Anderson,8/04/2017,285000.0,S,u,1,11.4,1.0,1.0,1.0,0.0,,
7706,0677224,Woodards,8/04/2017,305000.0,S,u,1,11.4,1.0,1.0,1.0,0.0,46.0,1960.0
7707,0136149,Gary,13/05/2017,1105000.0,S,u,3,11.4,2.0,3.0,2.0,271.0,,1997.0
7708,0171196,hockingstuart,13/05/2017,1200000.0,PI,h,3,11.4,2.0,3.0,2.0,515.0,156.0,1930.0
7709,0328686,hockingstuart,20/05/2017,945000.0,S,u,3,11.4,1.0,3.0,2.0,1103.0,100.0,1987.0
7710,0682833,hockingstuart,20/05/2017,603000.0,S,u,2,11.4,1.0,2.0,1.0,2.0,,
7711,0461219,Gary,20/05/2017,1390000.0,S,h,3,11.4,2.0,3.0,2.0,585.0,,
7712,0453095,Ray,20/05/2017,1667000.0,S,h,4,11.4,2.0,4.0,2.0,615.0,193.0,1920.0
7713,0710076,Ray,22/04/2017,330000.0,S,u,1,11.4,1.0,1.0,1.0,0.0,46.0,1960.0
7714,0392905,hockingstuart,29/04/2017,577000.0,S,u,3,11.4,1.0,3.0,1.0,0.0,84.0,1965.0
7715,0388709,Biggin,6/05/2017,535000.0,S,u,2,8.9,1.0,2.0,1.0,0.0,,
7716,0778995,Gary,8/04/2017,305000.0,SP,u,1,8.1,1.0,1.0,1.0,750.0,43.0,1965.0
7717,0663714,Gary,8/04/2017,550000.0,SP,u,2,8.1,1.0,2.0,1.0,0.0,,
7718,0844894,hockingstuart,13/05/2017,655000.0,S,u,2,8.1,1.0,2.0,1.0,0.0,,
7719,0044084,hockingstuart,20/05/2017,1300000.0,PI,h,4,8.1,1.0,4.0,1.0,443.0,,
7720,0525960,Marshall,20/05/2017,1700000.0,S,h,4,8.1,2.0,4.0,2.0,644.0,,
7721,0677771,Gary,20/05/2017,575000.0,SP,u,2,8.1,1.0,2.0,1.0,0.0,,1970.0
7722,0314421,Gary,29/04/2017,742500.0,S,u,2,8.1,2.0,2.0,1.0,0.0,85.0,2011.0
7723,0128142,O'Donoghues,13/05/2017,1000000.0,VB,t,3,9.3,2.0,3.0,2.0,265.0,,
7724,0552167,Gary,13/05/2017,1104000.0,S,h,2,9.3,1.0,2.0,1.0,534.0,,
7725,0530296,Biggin,20/05/2017,630000.0,S,u,2,9.3,1.0,2.0,1.0,0.0,71.0,2003.0
7726,0817825,Biggin,20/05/2017,1350000.0,S,h,3,9.3,2.0,3.0,1.0,305.0,129.0,1925.0
7727,0531493,hockingstuart,29/04/2017,997000.0,S,h,2,9.3,1.0,2.0,2.0,311.0,,
7728,0528018,hockingstuart,29/04/2017,490000.0,S,u,2,9.3,1.0,2.0,1.0,0.0,61.0,1960.0
7729,0316844,Ray,8/04/2017,701000.0,PI,u,3,13.6,2.0,3.0,2.0,235.0,112.0,2000.0
7730,0367387,Buxton,20/05/2017,905000.0,S,t,3,13.6,1.0,3.0,2.0,418.0,132.0,1955.0
7731,0486324,Buxton,20/05/2017,988000.0,SA,u,3,13.6,2.0,3.0,2.0,286.0,124.0,2008.0
7732,0002891,hockingstuart,20/05/2017,820000.0,VB,t,3,13.6,2.0,3.0,2.0,213.0,115.0,2012.0
7733,0449184,Biggin,6/05/2017,1825000.0,S,h,4,3.4,1.0,4.0,2.0,306.0,,
7734,0441039,Nelson,8/04/2017,1500000.0,S,h,3,3.4,1.0,3.0,1.0,230.0,127.0,1900.0
7735,0325995,Jellis,8/04/2017,641000.0,S,u,2,3.4,1.0,2.0,1.0,72.0,90.0,1980.0
7736,0424640,Jellis,13/05/2017,1250000.0,S,h,2,3.4,1.0,2.0,0.0,158.0,95.0,1890.0
7737,0298351,Nelson,13/05/2017,1652500.0,S,h,3,3.4,1.0,3.0,0.0,276.0,170.0,1904.0
7738,0793137,Wilson,13/05/2017,1250000.0,S,h,2,3.4,1.0,2.0,1.0,168.0,,
7739,0432733,Collins,13/05/2017,1660000.0,S,h,3,3.4,1.0,3.0,2.0,290.0,,
7740,0152325,Haughton,13/05/2017,465000.0,S,u,1,3.4,1.0,1.0,1.0,0.0,45.0,1970.0
7741,0798574,Nelson,20/05/2017,700000.0,VB,h,2,3.4,1.0,2.0,0.0,194.0,,
7742,0970007,Nelson,20/05/2017,1000000.0,S,h,2,3.4,1.0,2.0,0.0,193.0,,
7743,0827360,MICM,20/05/2017,712000.0,S,u,2,3.4,1.0,2.0,1.0,36.0,,
7744,0344298,Harrington,29/04/2017,1650000.0,S,h,2,3.4,1.0,2.0,1.0,118.0,,
7745,0209367,Barry,6/05/2017,495000.0,S,u,2,7.8,1.0,2.0,0.0,388.0,69.0,1960.0
7746,0328946,Raine,6/05/2017,930000.0,S,h,2,7.8,1.0,2.0,0.0,275.0,106.2,1920.0
7747,0392903,hockingstuart,8/04/2017,781000.0,S,t,2,7.8,1.0,2.0,1.0,0.0,112.9,2014.0
7748,0591835,Jellis,8/04/2017,995000.0,S,h,3,7.8,1.0,3.0,1.0,415.0,,
7749,0873947,Jellis,8/04/2017,677776.0,SP,h,2,7.8,1.0,2.0,2.0,0.0,64.0,1980.0
7750,0807296,Brad,8/04/2017,790000.0,PI,h,3,7.8,1.0,3.0,1.0,399.0,,
7751,0898881,Collins,13/05/2017,680000.0,S,t,4,7.8,2.0,4.0,1.0,3747.0,143.0,2006.0
7752,0528325,Nelson,13/05/2017,1180000.0,S,h,3,7.8,2.0,3.0,2.0,588.0,,
7753,0318236,Nelson,13/05/2017,940500.0,S,h,3,7.8,1.0,3.0,3.0,480.0,,
7754,0357906,Barry,13/05/2017,824000.0,S,t,3,7.8,1.0,3.0,2.0,120.0,113.76,1990.0
7755,0458342,Nelson,13/05/2017,941000.0,S,h,2,7.8,1.0,2.0,2.0,413.0,,
7756,0702395,Barry,13/05/2017,775000.0,S,h,2,7.8,1.0,2.0,1.0,314.0,,
7757,0765529,Jellis,13/05/2017,985000.0,PI,h,3,7.8,1.0,3.0,2.0,391.0,,
7758,0480117,Nelson,20/05/2017,1020000.0,SP,h,3,7.8,2.0,3.0,0.0,341.0,,1920.0
7759,0501446,Nelson,20/05/2017,1500000.0,VB,h,4,7.8,2.0,4.0,1.0,453.0,187.0,1910.0
7760,0727967,Nelson,20/05/2017,590000.0,S,u,2,7.8,1.0,2.0,1.0,79.0,,
7761,0483760,Nelson,20/05/2017,1005000.0,S,h,4,7.8,2.0,4.0,1.0,172.0,135.0,1900.0
7762,0862946,Ray,22/04/2017,901000.0,SP,h,4,7.8,2.0,4.0,1.0,398.0,123.0,1950.0
7763,0297041,Barry,29/04/2017,990000.0,S,h,3,7.8,1.0,3.0,3.0,414.0,153.1,1930.0
7764,0837040,Brad,29/04/2017,1455000.0,S,h,6,7.8,3.0,6.0,4.0,768.0,285.0,1997.0
7765,0867037,Nelson,29/04/2017,1250000.0,S,h,3,7.8,2.0,3.0,2.0,500.0,148.0,1900.0
7766,0015917,Barry,29/04/2017,710000.0,S,h,3,7.8,1.0,3.0,1.0,160.0,120.0,
7767,0260687,Jellis,29/04/2017,1790000.0,S,h,5,7.8,3.0,5.0,2.0,635.0,108.0,1920.0
7768,0675486,Barry,29/04/2017,650000.0,S,u,2,7.8,1.0,2.0,1.0,136.0,81.0,1975.0
7769,0602166,C21,29/04/2017,720000.0,PI,t,3,7.8,2.0,3.0,2.0,531.0,112.0,2016.0
7770,0780766,Century,29/04/2017,720000.0,PI,t,3,7.8,2.0,3.0,2.0,531.0,112.0,2016.0
7771,0609274,Jellis,8/04/2017,1240000.0,S,h,4,9.2,2.0,4.0,2.0,456.0,,
7772,0283030,hockingstuart,8/04/2017,875000.0,S,h,3,9.2,1.0,3.0,1.0,592.0,,
7773,0270352,Peter,8/04/2017,887000.0,S,h,3,9.2,1.0,3.0,2.0,560.0,,
7774,0631272,Brad,13/05/2017,770000.0,S,h,4,9.2,1.0,4.0,1.0,545.0,,
7775,0018649,Rosin,22/04/2017,330000.0,VB,u,2,9.2,1.0,2.0,1.0,0.0,,1970.0
7776,0712221,Nelson,6/05/2017,535000.0,S,u,2,1.6,1.0,2.0,1.0,0.0,63.0,1970.0
7777,0332588,Jellis,8/04/2017,1308000.0,S,t,3,1.6,1.0,3.0,2.0,125.0,,1990.0
7778,0310140,Jellis,8/04/2017,945000.0,S,t,2,1.6,1.0,2.0,1.0,15900.0,98.0,1880.0
7779,0490240,hockingstuart,8/04/2017,550000.0,VB,u,1,1.6,1.0,1.0,0.0,0.0,,1995.0
7780,0992433,Nelson,13/05/2017,1309000.0,S,h,3,1.6,1.0,3.0,0.0,168.0,,
7781,0243504,Peter,20/05/2017,1300000.0,S,h,3,1.6,1.0,3.0,1.0,209.0,,
7782,0935637,Ray,20/05/2017,888000.0,S,h,2,1.6,1.0,2.0,0.0,112.0,100.0,1900.0
7783,0523163,Caine,22/04/2017,1000000.0,SP,u,3,1.6,2.0,3.0,2.0,0.0,148.0,2005.0
7784,0647064,Biggin,6/05/2017,1350000.0,S,h,3,2.5,1.0,3.0,1.0,117.0,147.0,1900.0
7785,0817456,Biggin,8/04/2017,855000.0,S,h,2,2.5,1.0,2.0,0.0,117.0,,
7786,0338995,Philip,8/04/2017,1480000.0,S,h,4,13.9,2.0,4.0,2.0,656.0,,1965.0
7787,0383965,Ray,8/04/2017,1300000.0,PI,h,4,13.9,2.0,4.0,2.0,872.0,185.0,1970.0
7788,0514990,Barry,8/04/2017,1400000.0,PI,h,4,13.9,2.0,4.0,2.0,664.0,150.0,1980.0
7789,0773538,Barry,8/04/2017,1542000.0,S,h,3,13.9,2.0,3.0,2.0,980.0,,
7790,0596793,Barry,13/05/2017,1100000.0,PI,h,4,13.9,3.0,4.0,2.0,661.0,170.0,1965.0
7791,0564816,Ray,22/04/2017,782000.0,S,u,2,13.9,1.0,2.0,1.0,261.0,,1984.0
7792,0317640,Barry,22/04/2017,1090000.0,S,t,4,13.9,3.0,4.0,2.0,242.0,,1995.0
7793,0509667,Barry,29/04/2017,1700000.0,S,h,3,13.9,2.0,3.0,2.0,820.0,,
7794,0789263,Barry,29/04/2017,1355000.0,S,h,3,13.9,1.0,3.0,1.0,814.0,120.0,1965.0
7795,0307731,Barry,29/04/2017,1880000.0,S,h,4,13.9,2.0,4.0,2.0,814.0,,
7796,0977179,Ray,29/04/2017,1545000.0,S,h,4,13.9,3.0,4.0,2.0,647.0,,
7797,0142588,Jellis,29/04/2017,1955000.0,S,h,4,13.9,2.0,4.0,2.0,1033.0,,
7798,0909959,Barry,6/05/2017,440000.0,S,u,2,8.0,1.0,2.0,1.0,921.0,,
7799,0840318,Weda,6/05/2017,1700000.0,S,h,3,8.0,2.0,3.0,1.0,763.0,,
7800,0374982,Nelson,6/05/2017,1070000.0,VB,h,3,8.0,1.0,3.0,2.0,363.0,,
7801,0650544,Barry,6/05/2017,745000.0,S,h,2,8.0,1.0,2.0,1.0,342.0,,
7802,0376717,Nelson,8/04/2017,1400000.0,VB,h,4,8.0,2.0,4.0,1.0,267.0,,
7803,0611682,Nelson,8/04/2017,1400000.0,S,h,3,8.0,2.0,3.0,2.0,359.0,,
7804,0757669,Brad,8/04/2017,2020000.0,S,h,5,8.0,3.0,5.0,3.0,900.0,40.0,
7805,0178713,Dingle,8/04/2017,325000.0,S,u,1,8.0,1.0,1.0,1.0,0.0,50.0,
7806,0318858,McDonald,13/05/2017,1400000.0,SP,h,3,8.0,1.0,3.0,1.0,578.0,,
7807,0304526,Barry,13/05/2017,700000.0,VB,u,2,8.0,1.0,2.0,1.0,251.0,,
7808,0618916,Brad,20/05/2017,1652000.0,S,h,5,8.0,2.0,5.0,1.0,697.0,196.0,1920.0
7809,0949262,Frank,20/05/2017,1131000.0,S,h,3,8.0,1.0,3.0,1.0,387.0,135.0,1900.0
7810,0384205,Barry,20/05/2017,1607500.0,S,h,5,8.0,3.0,5.0,1.0,695.0,,
7811,0256431,Brad,20/05/2017,450000.0,VB,u,2,8.0,1.0,2.0,1.0,0.0,74.0,
7812,0553151,Brad,20/05/2017,310000.0,SP,u,1,8.0,1.0,1.0,1.0,845.0,45.0,1977.0
7813,0420436,Considine,20/05/2017,1400000.0,S,h,3,8.0,1.0,3.0,1.0,476.0,,
7814,0465636,Frank,20/05/2017,1720000.0,S,h,4,8.0,2.0,4.0,2.0,639.0,,
7815,0605637,Rendina,20/05/2017,983000.0,S,h,3,8.0,3.0,3.0,2.0,309.0,,
7816,0288128,Nelson,20/05/2017,330000.0,VB,u,1,8.0,1.0,1.0,1.0,0.0,,2014.0
7817,0428655,Nelson,20/05/2017,1162500.0,S,t,4,8.0,2.0,4.0,1.0,230.0,,
7818,0164423,Nelson,22/04/2017,707000.0,S,u,2,8.0,1.0,2.0,1.0,179.0,,
7819,0155091,Nelson,22/04/2017,700000.0,S,u,3,8.0,1.0,3.0,1.0,227.0,120.0,2005.0
7820,0569677,Hodges,22/04/2017,510000.0,PI,u,2,8.0,2.0,2.0,1.0,0.0,,
7821,0816130,Jellis,22/04/2017,610000.0,PI,u,2,8.0,1.0,2.0,1.0,0.0,75.0,2012.0
7822,0552477,Barry,22/04/2017,960000.0,PI,h,3,8.0,2.0,3.0,1.0,411.0,159.0,1990.0
7823,0602658,Jellis,22/04/2017,350000.0,VB,h,1,8.0,1.0,1.0,1.0,46.0,,1970.0
7824,0901823,Brad,29/04/2017,426500.0,S,u,1,8.0,1.0,1.0,1.0,62.0,53.0,1960.0
7825,0454575,Jellis,6/05/2017,676000.0,S,u,2,5.8,1.0,2.0,1.0,0.0,87.0,2002.0
7826,0840707,Woodards,13/05/2017,1500000.0,PI,h,3,5.8,1.0,3.0,2.0,574.0,150.0,1925.0
7827,0282018,Ray,6/05/2017,700000.0,SP,h,3,12.4,1.0,3.0,2.0,650.0,,
7828,0577249,Brad,8/04/2017,660000.0,S,h,3,12.4,1.0,3.0,2.0,585.0,88.0,1960.0
7829,0490262,Peter,8/04/2017,741000.0,S,h,3,12.4,1.0,3.0,3.0,578.0,128.0,1960.0
7830,0496446,Brad,13/05/2017,949500.0,S,h,2,12.4,1.0,2.0,1.0,689.0,,
7831,0851389,Ray,13/05/2017,532000.0,S,u,3,12.4,2.0,3.0,1.0,207.0,205.0,2007.0
7832,0888610,Ray,13/05/2017,698000.0,S,h,3,12.4,1.0,3.0,1.0,602.0,,
7833,0329425,Brad,20/05/2017,687000.0,S,h,3,12.4,2.0,3.0,1.0,577.0,,
7834,0427614,Brad,20/05/2017,670000.0,S,h,3,12.4,1.0,3.0,2.0,585.0,,
7835,0908942,Ray,20/05/2017,1000000.0,PI,h,3,12.4,1.0,3.0,2.0,1069.0,120.0,1960.0
7836,0316953,Nelson,29/04/2017,445000.0,S,u,2,12.4,1.0,2.0,1.0,196.0,,
7837,0307950,hockingstuart,29/04/2017,730000.0,S,h,3,12.4,1.0,3.0,2.0,638.0,,
7838,0093540,Love,29/04/2017,725000.0,S,h,2,12.4,1.0,2.0,2.0,606.0,,
7839,0516154,Ray,29/04/2017,668000.0,S,h,3,12.4,1.0,3.0,1.0,540.0,,
7840,0605933,Love,29/04/2017,328000.0,SP,u,2,12.4,1.0,2.0,1.0,0.0,67.0,1970.0
7841,0924993,Stockdale,29/04/2017,543500.0,S,t,3,12.4,3.0,3.0,3.0,247.0,103.0,2011.0
7842,0265854,Jellis,6/05/2017,1200000.0,S,h,2,3.5,1.0,2.0,0.0,204.0,,
7843,0729895,Nelson,6/05/2017,330000.0,S,u,1,3.5,1.0,1.0,1.0,0.0,32.0,1970.0
7844,0175386,Harrington,8/04/2017,846000.0,S,h,2,3.5,1.0,2.0,0.0,160.0,119.0,1880.0
7845,0763824,Woodards,8/04/2017,1345000.0,S,h,2,3.5,1.0,2.0,0.0,176.0,,
7846,0129755,Nelson,8/04/2017,1802500.0,S,h,2,3.5,2.0,2.0,1.0,182.0,,1880.0
7847,0432207,Nelson,20/05/2017,1520000.0,SP,h,2,3.5,1.0,2.0,0.0,138.0,,
7848,0548192,Nelson,20/05/2017,1625000.0,S,h,3,3.5,1.0,3.0,0.0,204.0,,
7849,0381552,Collins,20/05/2017,2555000.0,S,h,3,3.5,1.0,3.0,1.0,340.0,,
7850,0901371,Chambers,29/04/2017,1055000.0,S,h,2,3.5,1.0,2.0,0.0,192.0,85.2,1910.0
7851,0937581,Collins,29/04/2017,950000.0,VB,h,1,3.5,1.0,1.0,0.0,138.0,,
7852,0768244,Nelson,6/05/2017,1100000.0,SP,h,2,4.4,1.0,2.0,1.0,186.0,,
7853,0306581,McDonald,6/05/2017,1250000.0,S,h,3,4.4,2.0,3.0,2.0,226.0,140.0,2002.0
7854,0012983,Biggin,8/04/2017,953000.0,S,h,2,4.4,1.0,2.0,0.0,274.0,103.0,1930.0
7855,0635382,Nelson,8/04/2017,603000.0,S,u,2,4.4,1.0,2.0,1.0,0.0,96.0,1890.0
7856,0484339,hockingstuart,8/04/2017,940000.0,S,h,3,4.4,1.0,3.0,1.0,320.0,110.0,1940.0
7857,0757047,Nelson,13/05/2017,1550000.0,PI,h,5,4.4,1.0,5.0,1.0,432.0,200.0,1915.0
7858,0255204,Nelson,13/05/2017,500000.0,S,u,2,4.4,1.0,2.0,1.0,0.0,72.9,1970.0
7859,0265093,Nelson,13/05/2017,450000.0,S,u,2,4.4,1.0,2.0,1.0,0.0,62.0,1970.0
7860,0257107,Nelson,22/04/2017,390000.0,VB,u,2,4.4,1.0,2.0,1.0,472.0,55.0,1960.0
7861,0125010,Nelson,22/04/2017,1205000.0,S,h,3,4.4,1.0,3.0,0.0,251.0,,
7862,0265184,Nelson,22/04/2017,1085000.0,SP,h,3,4.4,1.0,3.0,1.0,180.0,132.0,1991.0
7863,0289465,Nelson,29/04/2017,1060000.0,S,h,2,4.4,1.0,2.0,0.0,209.0,75.0,1890.0
7864,0964381,Jellis,29/04/2017,917000.0,S,h,3,4.4,1.0,3.0,0.0,143.0,136.0,1890.0
7865,0670019,Sweeney,6/05/2017,392500.0,PI,u,2,6.4,1.0,2.0,1.0,1783.0,,1960.0
7866,0274859,Sweeney,6/05/2017,1320000.0,SP,h,3,6.4,1.0,3.0,1.0,482.0,,
7867,0334207,Jas,8/04/2017,885000.0,S,h,2,6.4,1.0,2.0,0.0,267.0,99.5,1890.0
7868,0664634,Biggin,8/04/2017,485000.0,SP,t,2,6.4,2.0,2.0,1.0,0.0,70.0,2011.0
7869,0303408,Jas,8/04/2017,760000.0,VB,t,3,6.4,1.0,3.0,1.0,219.0,3.0,2011.0
7870,0507228,Greg,8/04/2017,1375000.0,S,h,3,6.4,2.0,3.0,3.0,487.0,,
7871,0710013,Jas,8/04/2017,1270000.0,S,h,3,6.4,1.0,3.0,1.0,452.0,,1913.0
7872,0870929,Greg,13/05/2017,871000.0,S,h,3,6.4,1.0,3.0,1.0,267.0,101.0,1900.0
7873,0217797,McGrath,20/05/2017,360000.0,PI,u,2,6.4,1.0,2.0,1.0,761.0,,
7874,0942646,Biggin,20/05/2017,315000.0,SP,u,1,6.4,1.0,1.0,1.0,0.0,,
7875,0958559,Jas,20/05/2017,831000.0,S,h,3,6.4,1.0,3.0,0.0,210.0,,
